BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK_KT,STOCK_SELL_VALUE,CURRENCY,STOCK_SELL_VALUE_THB
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-9281,2.5e-05,30,SGD,763.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0183,SCRAP-6847,0.0001,119,SGD,3028.5499999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0122,9340A,0.0,2793,SGD,71081.84999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0122,1483A,0.02365,26961,SGD,686157.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0122,2533A,0.0125,14250,SGD,362662.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0122,1341A,0.0274,31236,SGD,794956.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0122,2526A,0.047475,54122,SGD,1377404.9
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0122,4522A,0.044975,51272,SGD,1304872.4
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0122,2784A,0.0225,25650,SGD,652792.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0365,5800A,0.001025,1251,SGD,31837.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0365,5368A,0.0225,27450,SGD,698602.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0365,3700A,0.01,12200,SGD,310490.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0365,2136A,0.00875,10675,SGD,271678.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,R6322A,0.00135,1391,SGD,35400.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,R2891A,0.001275,1313,SGD,33415.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,S4072A,0.001225,1262,SGD,32117.899999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,S9403A,0.001125,1159,SGD,29496.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,S1011A,0.00125,1288,SGD,32779.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,S7889A,0.001225,1262,SGD,32117.899999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,S9010A,0.00105,1082,SGD,27536.899999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,S6190A,0.002725,2807,SGD,71438.15
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-6946,0.000525,541,SGD,13768.449999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-7654,0.000425,438,SGD,11147.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-4917,5e-05,52,SGD,1323.3999999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-1047,0.0001,103,SGD,2621.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-3867,2.5e-05,26,SGD,661.6999999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-4170,0.000125,129,SGD,3283.0499999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-6113,0.000475,489,SGD,12445.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-4561,7.5e-05,77,SGD,1959.6499999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0100,SCRAP-6847,0.0004,412,SGD,10485.4
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-6946,7.5e-05,61,SGD,1552.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-1660,0.000175,142,SGD,3613.9
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-2908,5e-05,41,SGD,1043.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-1047,0.00025,203,SGD,5166.349999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-5786,5e-05,41,SGD,1043.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-6113,2.5e-05,20,SGD,509.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0095,SCRAP-6847,0.000125,101,SGD,2570.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0139,1911A,0.0072,11160,SGD,284022.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0260,8509A,0.0042,7224,SGD,183850.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0412,8722A,0.0072,12384,SGD,315172.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M3146A,0.059225,31982,SGD,813941.9
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M2675A,0.01375,7425,SGD,188966.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M6333B,0.04125,22275,SGD,566898.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M8597A,0.04395,23733,SGD,604004.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M1752B,0.039875,21533,SGD,548014.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M9241B,0.059125,31928,SGD,812567.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M3405A,0.037125,20048,SGD,510221.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M4774A,0.033,17820,SGD,453519.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M4067B,0.066,35640,SGD,907038.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M6134A,0.086625,46778,SGD,1190500.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0410,M6735B,0.01925,10395,SGD,264552.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0319,S9245A,0.0,10742,SGD,273383.89999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0048,SCRAP-1047,5e-05,57,SGD,1450.6499999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0163,E7021A,0.022025,22906,SGD,582957.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0163,E7585A,0.0,18590,SGD,473115.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0163,E6490B,0.021925,22802,SGD,580310.9
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0420,M9485B,0.004075,2119,SGD,53928.549999999996
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,6211A,0.0006,1062,SGD,27027.899999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,6968A,0.001125,1991,SGD,50670.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,1367A,0.001,1770,SGD,45046.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,6599A,0.004975,8806,SGD,224112.69999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,9981A,0.00355,6284,SGD,159927.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,2516A,0.0499,88323,SGD,2247820.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,3278A,0.015,26550,SGD,675697.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,1291A,0.052225,92438,SGD,2352547.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,2773A,0.037375,66154,SGD,1683619.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,7198A,0.018725,33143,SGD,843489.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,9124A,0.073675,130405,SGD,3318807.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,7732A,0.063725,112793,SGD,2870581.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0303,8424A,0.0225,39825,SGD,1013546.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,4447A,0.002825,424,SGD,10790.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,4233A,0.00275,413,SGD,10510.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,6388H,0.00275,413,SGD,10510.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,7728A,0.001025,154,SGD,3919.2999999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,5265B,0.000875,131,SGD,3333.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,8288A8891,0.000325,49,SGD,1247.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,1962A6152,0.001075,161,SGD,4097.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,8617A1424,0.00275,413,SGD,10510.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,8598A5694,0.001325,199,SGD,5064.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,3553A4001,0.00115,173,SGD,4402.849999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,4393A8822,0.0003,45,SGD,1145.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,4839A7969,0.00135,203,SGD,5166.349999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M4482A,0.001375,206,SGD,5242.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M4591A,0.0012,180,SGD,4581.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M1594B,0.001325,199,SGD,5064.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M3131A,0.0007,105,SGD,2672.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M5361B,0.00115,173,SGD,4402.849999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M7508A,0.001275,191,SGD,4860.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M5367C,0.001375,206,SGD,5242.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M9760B,0.001375,206,SGD,5242.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M8047A,0.00135,203,SGD,5166.349999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M6458A,0.00135,203,SGD,5166.349999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,M3774A,0.001375,206,SGD,5242.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,N6236A,0.000825,124,SGD,3155.7999999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,N8190A,0.001325,199,SGD,5064.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,N6455A,0.001275,191,SGD,4860.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,N4393A,0.00125,188,SGD,4784.599999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,N3400A,0.0013,195,SGD,4962.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,N2591A,0.00135,203,SGD,5166.349999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6946,0.0006,90,SGD,2290.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-7654,0.00015,23,SGD,585.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6862,7.5e-05,11,SGD,279.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-1660,0.000325,49,SGD,1247.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-2908,0.00015,23,SGD,585.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-1047,7.5e-05,11,SGD,279.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-5415,2.5e-05,4,SGD,101.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-5786,0.00015,23,SGD,585.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-4170,0.000296,44,SGD,1119.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6113,0.00035,53,SGD,1348.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0398,SCRAP-6847,0.000125,19,SGD,483.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-2908,0.00031,87,SGD,2214.15
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-1047,0.002277,638,SGD,16237.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-4170,0.000179,50,SGD,1272.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-6113,7.5e-05,21,SGD,534.4499999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0283,SCRAP-4561,0.0012,336,SGD,8551.199999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0096,M3284B,0.004125,2558,SGD,65101.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0096,M1759B,0.004125,2558,SGD,65101.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0403,L2526A,0.00485,7130,SGD,181458.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0403,L2354B,0.0795,116865,SGD,2974214.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0366,5779,0.00375,8063,SGD,205203.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0366,7080,0.00625,13438,SGD,341997.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0366,7997,0.00125,2688,SGD,68409.59999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0366,3487,0.005,10750,SGD,273587.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0366,8155,0.0125,26875,SGD,683968.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0366,9772Z,0.00875,18813,SGD,478790.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0366,4288,0.01375,29563,SGD,752378.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0304,3257,0.000975,2096,SGD,53343.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0304,1612,0.00125,2688,SGD,68409.59999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0304,5383,0.0025,5375,SGD,136793.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0304,4395,0.005,10750,SGD,273587.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0304,8683,0.0225,48375,SGD,1231143.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,5359,0.001,1970,SGD,50136.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7708,0.0012,2364,SGD,60163.799999999996
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7426,0.00125,2463,SGD,62683.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,5930,0.015,29550,SGD,752047.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7767,0.00375,7388,SGD,188024.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7368,0.045,88650,SGD,2256142.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7671,0.025,49250,SGD,1253412.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,2636,0.02625,51713,SGD,1316095.8499999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,4017,0.0475,93575,SGD,2381483.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7058,0.0075,14775,SGD,376023.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,4002,0.08375,164988,SGD,4198944.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,3575,0.05125,100963,SGD,2569508.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,2340,0.09875,194538,SGD,4950992.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,8022,0.0225,44325,SGD,1128071.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,5341,0.0225,44325,SGD,1128071.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,2633,0.08625,169913,SGD,4324285.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,4478,0.09375,184688,SGD,4700309.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,5312,0.075,147750,SGD,3760237.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,9819,0.082475,162476,SGD,4135014.1999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7837,0.05125,100963,SGD,2569508.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,7503,0.10375,204388,SGD,5201674.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0051,1346,0.025,49250,SGD,1253412.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0320,M6436A,0.02475,11880,SGD,302346.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0182,6373A,0.0125,29125,SGD,741231.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0265,E2941A,0.020625,20625,SGD,524906.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0153,E1596A,0.006875,6669,SGD,169726.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0322,E2845A,0.023375,21973,SGD,559212.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0359,M8981A,0.0096,5088,SGD,129489.59999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,2894,7.5e-05,47,SGD,1196.1499999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,7962,0.00135,837,SGD,21301.649999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,4373,0.001325,822,SGD,20919.899999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,8186,0.00125,775,SGD,19723.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,4955,0.00135,837,SGD,21301.649999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,3194,0.037075,22987,SGD,585019.15
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,4342,0.02475,15345,SGD,390530.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,1838,0.210375,130433,SGD,3319519.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,3485,0.27495,170469,SGD,4338436.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,6200,0.0715,44330,SGD,1128198.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,9547,0.133375,82693,SGD,2104536.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0247,7959,0.163625,101448,SGD,2581851.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0222,M8998A,0.00275,1430,SGD,36393.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0407,SCRAP-1047,7.5e-05,148,SGD,3766.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0123,1682E1698A4602,0.0012,948,SGD,24126.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0124,N4484A,0.00825,5198,SGD,132289.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0041,N9476A,0.0,86116,SGD,2191652.1999999997
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0041,N6808A,0.0,23128,SGD,588607.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0062,N8108A,0.00135,878,SGD,22345.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0062,N4689A,0.00135,878,SGD,22345.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0062,N9350A,0.001375,894,SGD,22752.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0228,N4175A,0.000925,601,SGD,15295.449999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0228,N1250A,0.001375,894,SGD,22752.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0228,N2271A,0.024725,16071,SGD,409006.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0228,N6014A,0.11,71500,SGD,1819675.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0228,N8522A,0.02475,16088,SGD,409439.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0228,N8774A,0.12925,84013,SGD,2138130.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0267,N7495A,0.001225,809,SGD,20589.05
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0267,N7363A,0.03025,19965,SGD,508109.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0395,N1095A,0.006775,4539,SGD,115517.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0395,N1856A,0.132,88440,SGD,2250798.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0395,N2084A,0.07425,49748,SGD,1266086.5999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0395,N3060A,0.055,36850,SGD,937832.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0395,N3438A,0.02475,16583,SGD,422037.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0395,N6787A,0.0605,40535,SGD,1031615.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0415,N6340A,0.023375,14259,SGD,362891.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0346,M6539A,0.0,71294,SGD,1814432.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0346,N3232A,0.0013,793,SGD,20181.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0346,N3801A,0.009625,25163,SGD,640398.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0156,N7602A,0.001375,784,SGD,19952.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0248,M9993A,0.004975,3284,SGD,83577.8
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0248,M9374A,0.003625,2393,SGD,60901.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0063,M8693A,0.0081,5265,SGD,133994.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0005,L1883A,0.0045,6705,SGD,170642.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0005,L8442A,0.0105,15645,SGD,398165.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0351,5454A,0.0206,13596,SGD,346018.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0351,4842B,0.0,17243,SGD,438834.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0385,M7277B,0.003425,2089,SGD,53165.049999999996
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0385,M4299A,0.004125,2516,SGD,64032.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0385,M7910B,0.004125,2516,SGD,64032.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,4236,0.0435,93525,SGD,2380211.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,6330,0.04875,104813,SGD,2667490.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,2610,0.04575,98363,SGD,2503338.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,3088,0.01875,40313,SGD,1025965.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,9438,0.07125,153188,SGD,3898634.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,8449,0.0795,170925,SGD,4350041.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,9751,0.0555,119325,SGD,3036821.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,3504,0.07575,162863,SGD,4144863.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0371,9760,0.05625,120938,SGD,3077872.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0268,P4660A,0.00145,2233,SGD,56829.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0268,P7471A,0.00145,2233,SGD,56829.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0268,P2996A,0.001475,2272,SGD,57822.4
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0268,P1495A,0.134825,207631,SGD,5284208.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0268,P5834A,0.204,314160,SGD,7995372.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0263,M7495B,0.033,18480,SGD,470316.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0263,M4876C,0.09075,50820,SGD,1293369.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0263,M8172A,0.042625,23870,SGD,607491.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0263,M9358C,0.081125,45430,SGD,1156193.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0276,3538A7992,0.004125,2186,SGD,55633.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0131,5567A8562,0.001375,743,SGD,18909.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0386,5242A4828,0.006825,3754,SGD,95539.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0404,4733A3147,0.064625,32313,SGD,822365.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0404,3205A9635,0.01095,5475,SGD,139338.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0404,5735A7182,0.072875,36438,SGD,927347.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0404,8352A3849,0.083875,41938,SGD,1067322.0999999999
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0404,4489A9727,0.0825,41250,SGD,1049812.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0404,7115A5351,0.082375,41188,SGD,1048234.6
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0404,5133A9565,0.0495,24750,SGD,629887.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0007,9756A6177,0.034375,18563,SGD,472428.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0007,1016A1325,0.039875,21533,SGD,548014.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0323,P5026A,0.025475,39232,SGD,998454.4
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,5001A,0.001,760,SGD,19342.0
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,9790A,0.00135,1025,SGD,26086.25
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,1549A,0.0013,987,SGD,25119.149999999998
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,6602A,0.044,33421,SGD,850564.45
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,8828A,0.086625,65797,SGD,1674533.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,5381A,0.160875,122194,SGD,3109837.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,9113A,0.12925,98173,SGD,2498502.85
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,1816A,0.066,50131,SGD,1275833.95
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,7465A,0.0495,37598,SGD,956869.1
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,7030A,0.02475,18799,SGD,478434.55
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,7058A,0.055,41776,SGD,1063199.2
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,2999A,0.1485,112795,SGD,2870632.75
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,2230A,0.101725,77266,SGD,1966419.7
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,4207A,0.07425,56397,SGD,1435303.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,4923A,0.1773,134670,SGD,3427351.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,8679A,0.160875,122194,SGD,3109837.3
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,4824A,0.1567,119023,SGD,3029135.35
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,4503A,0.07425,56397,SGD,1435303.65
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,1633A,0.034375,26110,SGD,664499.5
2024-05-01,SINGAPORE-WAREHOUSE,MAT-0056,8962A,0.02475,18799,SGD,478434.55
