BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,UNRESRICTED_STOCK,STOCK_UNIT,STOCK_SELL_VALUE,CURRENCY,MONTH,EXCHANGE_RATE,SELL_VALUE_THB
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,5056A9453,56375,KG,91891,SGD,2024-10,25.49,2342301.59
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,2333A4972,46700,KG,76121,SGD,2024-10,25.49,1940324.2899999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,6148A7109,53625,KG,87409,SGD,2024-10,25.49,2228055.4099999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,7962A8804,49500,KG,80685,SGD,2024-10,25.49,2056660.65
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,7417A2508,53625,KG,87409,SGD,2024-10,25.49,2228055.4099999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,5902A5331,55000,KG,89650,SGD,2024-10,25.49,2285178.5
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0072,4621D6295,13750,KG,22413,SGD,2024-10,25.49,571307.37
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,8234D6341,1325,KG,2306,SGD,2024-10,25.49,58779.939999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,8811D1482,9625,KG,16748,SGD,2024-10,25.49,426906.51999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,2173D9928,44000,KG,76560,SGD,2024-10,25.49,1951514.4
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,2116D5175,4125,KG,7178,SGD,2024-10,25.49,182967.22
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,3046D4346,37125,KG,64598,SGD,2024-10,25.49,1646603.0199999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,8135D1246,12375,KG,21533,SGD,2024-10,25.49,548876.1699999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,9839D9779,13750,KG,23925,SGD,2024-10,25.49,609848.25
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,7644D8741,53625,KG,93308,SGD,2024-10,25.49,2378420.92
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,8565D7127,31625,KG,55028,SGD,2024-10,25.49,1402663.72
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,6440D1858,11000,KG,19140,SGD,2024-10,25.49,487878.6
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,3579D9309,52250,KG,90915,SGD,2024-10,25.49,2317423.3499999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,1243D2034,11000,KG,19140,SGD,2024-10,25.49,487878.6
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,3482D3115,8250,KG,14355,SGD,2024-10,25.49,365908.94999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,2503D9374,55000,KG,95700,SGD,2024-10,25.49,2439393.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,2467D6100,35750,KG,62205,SGD,2024-10,25.49,1585605.45
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,2554A7180,24750,KG,43065,SGD,2024-10,25.49,1097726.8499999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,5780D5972,2750,KG,4785,SGD,2024-10,25.49,121969.65
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0135,4708D8079,20625,KG,35888,SGD,2024-10,25.49,914785.12
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,7799A2916,1275,KG,2767,SGD,2024-10,25.49,70530.83
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,5313A1527,1350,KG,2930,SGD,2024-10,25.49,74685.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,1235A2591,4125,KG,8951,SGD,2024-10,25.49,228160.99
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,8720A8848,5500,KG,11935,SGD,2024-10,25.49,304223.14999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,6834A9026,20625,KG,44756,SGD,2024-10,25.49,1140830.44
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,3197A1649,4125,KG,8951,SGD,2024-10,25.49,228160.99
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,6735A4244,22000,KG,47740,SGD,2024-10,25.49,1216892.5999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,6299A5105,27450,KG,59567,SGD,2024-10,25.49,1518362.8299999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,1551A5529,10975,KG,23816,SGD,2024-10,25.49,607069.84
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,1158A4504,24750,KG,53708,SGD,2024-10,25.49,1369016.92
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,2396A9595,12375,KG,26854,SGD,2024-10,25.49,684508.46
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,5158A4393,37125,KG,80561,SGD,2024-10,25.49,2053499.89
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,8861A4317,12375,KG,26854,SGD,2024-10,25.49,684508.46
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,2850A1092,37125,KG,80561,SGD,2024-10,25.49,2053499.89
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0355,4102A8816,12375,KG,26854,SGD,2024-10,25.49,684508.46
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,1457A7958,1350,KG,2930,SGD,2024-10,25.49,74685.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,8254A8314,1325,KG,2875,SGD,2024-10,25.49,73283.75
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,5898A3427,1350,KG,2930,SGD,2024-10,25.49,74685.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,1268A2087,1250,KG,2713,SGD,2024-10,25.49,69154.37
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,1351A9017,1350,KG,2930,SGD,2024-10,25.49,74685.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,4305A3830,1350,KG,2930,SGD,2024-10,25.49,74685.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,5113A8190,1350,KG,2930,SGD,2024-10,25.49,74685.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,8591A1719,24750,KG,53708,SGD,2024-10,25.49,1369016.92
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,8546A4406,15125,KG,32821,SGD,2024-10,25.49,836607.2899999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,5197A2395,23375,KG,50724,SGD,2024-10,25.49,1292954.76
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0210,2574A4868,24750,KG,53708,SGD,2024-10,25.49,1369016.92
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,5032A6455,17875,KG,36286,SGD,2024-10,25.49,924930.1399999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,9228A4413,22000,KG,44660,SGD,2024-10,25.49,1138383.4
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,6609A5830,45325,KG,92010,SGD,2024-10,25.49,2345334.9
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,7586A7573,0,KG,58464,SGD,2024-10,25.49,1490247.3599999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,4293A5549,33000,KG,66990,SGD,2024-10,25.49,1707575.0999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,6755A3975,41200,KG,83636,SGD,2024-10,25.49,2131881.6399999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,4532A1660,13725,KG,27862,SGD,2024-10,25.49,710202.38
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,1606A6419,11000,KG,22330,SGD,2024-10,25.49,569191.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,6707A3353,13675,KG,27760,SGD,2024-10,25.49,707602.3999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0301,3368A4354,49500,KG,100485,SGD,2024-10,25.49,2561362.65
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0034,M7320B,4500,KG,2205,SGD,2024-10,25.49,56205.45
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0034,M1386B,5500,KG,2695,SGD,2024-10,25.49,68695.55
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,4253A,0,KG,1470,SGD,2024-10,25.49,37470.299999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,9693A,0,KG,4380,SGD,2024-10,25.49,111646.2
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,1734A,0,KG,4500,SGD,2024-10,25.49,114705.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,7867A,1225,KG,1470,SGD,2024-10,25.49,37470.299999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,3576A,1225,KG,1470,SGD,2024-10,25.49,37470.299999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,5466A,8725,KG,10470,SGD,2024-10,25.49,266880.3
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,2739A,1200,KG,1440,SGD,2024-10,25.49,36705.6
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,8664A,37400,KG,44880,SGD,2024-10,25.49,1143991.2
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,4286A,34825,KG,41790,SGD,2024-10,25.49,1065227.0999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,1637A,39900,KG,47880,SGD,2024-10,25.49,1220461.2
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,7575A,75800,KG,90960,SGD,2024-10,25.49,2318570.4
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,2332A,26175,KG,31410,SGD,2024-10,25.49,800640.8999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,7453A,46125,KG,55350,SGD,2024-10,25.49,1410871.5
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,6316A,2500,KG,3000,SGD,2024-10,25.49,76470.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,5530A,22425,KG,26910,SGD,2024-10,25.49,685935.8999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,8791A,63725,KG,76470,SGD,2024-10,25.49,1949220.2999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0345,9263A,22450,KG,26940,SGD,2024-10,25.49,686700.6
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0121,3378B4932,24750,KG,53955,SGD,2024-10,25.49,1375312.95
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0121,9349B8767,24750,KG,53955,SGD,2024-10,25.49,1375312.95
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0302,5603,475,KG,290,SGD,2024-10,25.49,7392.099999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0302,4986,1325,KG,808,SGD,2024-10,25.49,20595.92
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0302,2909,20625,KG,12581,SGD,2024-10,25.49,320689.69
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,5336A,1175,KG,1316,SGD,2024-10,25.49,33544.84
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,5071A,24775,KG,27748,SGD,2024-10,25.49,707296.5199999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,3009A,1225,KG,1372,SGD,2024-10,25.49,34972.28
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,2791A,1250,KG,1400,SGD,2024-10,25.49,35686.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,1264A,1200,KG,1344,SGD,2024-10,25.49,34258.56
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,2431A,22475,KG,25172,SGD,2024-10,25.49,641634.2799999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,9465A,22375,KG,25060,SGD,2024-10,25.49,638779.3999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,3780A,59750,KG,66920,SGD,2024-10,25.49,1705790.7999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,7760A,7425,KG,8316,SGD,2024-10,25.49,211974.84
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,3910A,21250,KG,23800,SGD,2024-10,25.49,606662.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,5880A,21250,KG,23800,SGD,2024-10,25.49,606662.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,1885A,10000,KG,11200,SGD,2024-10,25.49,285488.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,1515A,65000,KG,72800,SGD,2024-10,25.49,1855672.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,9291A,20000,KG,22400,SGD,2024-10,25.49,570976.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,2636A,17425,KG,19516,SGD,2024-10,25.49,497462.83999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,9715A,3750,KG,4200,SGD,2024-10,25.49,107058.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,9126A,15875,KG,17780,SGD,2024-10,25.49,453212.19999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,2891A,49550,KG,55496,SGD,2024-10,25.49,1414593.0399999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0221,4289A,1250,KG,1400,SGD,2024-10,25.49,35686.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,5923A,1225,KG,925,SGD,2024-10,25.49,23578.25
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,9441A,12350,KG,9329,SGD,2024-10,25.49,237796.21
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,7042A,4100,KG,3097,SGD,2024-10,25.49,78942.53
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,6238A,54925,KG,41491,SGD,2024-10,25.49,1057605.5899999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,2568A,148475,KG,112161,SGD,2024-10,25.49,2858983.8899999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,3501A,107250,KG,81019,SGD,2024-10,25.49,2065174.3099999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,1183A,112750,KG,85174,SGD,2024-10,25.49,2171085.26
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0098,9716A,2750,KG,2077,SGD,2024-10,25.49,52942.729999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,2825,1350,KG,4266,SGD,2024-10,25.49,108740.34
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,3226,1350,KG,4266,SGD,2024-10,25.49,108740.34
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,1090,22000,KG,69520,SGD,2024-10,25.49,1772064.7999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,9765,16500,KG,52140,SGD,2024-10,25.49,1329048.5999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,7346,138825,KG,438687,SGD,2024-10,25.49,11182131.629999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,3306,92125,KG,291115,SGD,2024-10,25.49,7420521.35
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,5902,145650,KG,460254,SGD,2024-10,25.49,11731874.459999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,6517,148500,KG,469260,SGD,2024-10,25.49,11961437.399999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,3190,1350,KG,4266,SGD,2024-10,25.49,108740.34
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0109,9805,2650,KG,8374,SGD,2024-10,25.49,213453.25999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M4957C,1350,KG,581,SGD,2024-10,25.49,14809.689999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M1238C,1350,KG,581,SGD,2024-10,25.49,14809.689999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M5273C,1325,KG,570,SGD,2024-10,25.49,14529.3
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M3560C,1250,KG,538,SGD,2024-10,25.49,13713.619999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M6428A,68750,KG,29563,SGD,2024-10,25.49,753560.87
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M6292B,1325,KG,570,SGD,2024-10,25.49,14529.3
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M5454C,86625,KG,37249,SGD,2024-10,25.49,949477.0099999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M6571A,92125,KG,39614,SGD,2024-10,25.49,1009760.86
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M6633C,5500,KG,2365,SGD,2024-10,25.49,60283.85
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M7597A,1375,KG,591,SGD,2024-10,25.49,15064.589999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M4286B,4125,KG,1774,SGD,2024-10,25.49,45219.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M3448B,12375,KG,5321,SGD,2024-10,25.49,135632.28999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M3048A,12375,KG,5321,SGD,2024-10,25.49,135632.28999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M7110B,74250,KG,31928,SGD,2024-10,25.49,813844.72
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M3592A,49500,KG,21285,SGD,2024-10,25.49,542554.65
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M3149B,26125,KG,11234,SGD,2024-10,25.49,286354.66
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M9743C,45375,KG,19511,SGD,2024-10,25.49,497335.38999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M9327A,49500,KG,21285,SGD,2024-10,25.49,542554.65
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M7532B,74250,KG,31928,SGD,2024-10,25.49,813844.72
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M9996C,67375,KG,28971,SGD,2024-10,25.49,738470.7899999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M8796A,92125,KG,39614,SGD,2024-10,25.49,1009760.86
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M5157B,93500,KG,40205,SGD,2024-10,25.49,1024825.45
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M7168C,89375,KG,38431,SGD,2024-10,25.49,979606.19
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M4455A,89375,KG,38431,SGD,2024-10,25.49,979606.19
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M6643B,20625,KG,8869,SGD,2024-10,25.49,226070.81
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M4629A,11000,KG,4730,SGD,2024-10,25.49,120567.7
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M6792C,28875,KG,12416,SGD,2024-10,25.49,316483.83999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M7925B,45375,KG,19511,SGD,2024-10,25.49,497335.38999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M8489C,49500,KG,21285,SGD,2024-10,25.49,542554.65
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M1194A,31625,KG,13599,SGD,2024-10,25.49,346638.50999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M2591B,4125,KG,1774,SGD,2024-10,25.49,45219.259999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M9440A,64625,KG,27789,SGD,2024-10,25.49,708341.61
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M2558A,1375,KG,591,SGD,2024-10,25.49,15064.589999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0099,M4313A,8250,KG,3548,SGD,2024-10,25.49,90438.51999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0376,P8773A,206450,KG,289030,SGD,2024-10,25.49,7367374.699999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0376,P2295A,260800,KG,365120,SGD,2024-10,25.49,9306908.799999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0233,P6219A,1375,KG,1939,SGD,2024-10,25.49,49425.11
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0233,P5768A,55475,KG,78220,SGD,2024-10,25.49,1993827.7999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0233,P7999A,152975,KG,215695,SGD,2024-10,25.49,5498065.55
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0197,P7615A,12000,KG,16800,SGD,2024-10,25.49,428232.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0197,P9555A,13400,KG,18760,SGD,2024-10,25.49,478192.39999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,9340A,0,KG,2793,SGD,2024-10,25.49,71193.56999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,1483A,1125,KG,1283,SGD,2024-10,25.49,32703.67
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,2533A,1200,KG,1368,SGD,2024-10,25.49,34870.32
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,1341A,1150,KG,1311,SGD,2024-10,25.49,33417.39
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,2526A,9950,KG,11343,SGD,2024-10,25.49,289133.07
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,4522A,1225,KG,1397,SGD,2024-10,25.49,35609.53
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,2784A,16050,KG,18297,SGD,2024-10,25.49,466390.52999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,9021A,2500,KG,2850,SGD,2024-10,25.49,72646.5
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,1638A,42400,KG,48336,SGD,2024-10,25.49,1232084.64
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,6555A,24725,KG,28187,SGD,2024-10,25.49,718486.63
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,4948A,19650,KG,22401,SGD,2024-10,25.49,571001.49
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,3230A,8750,KG,9975,SGD,2024-10,25.49,254262.74999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0122,8202A,12500,KG,14250,SGD,2024-10,25.49,363232.5
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0365,5800A,1025,KG,1240,SGD,2024-10,25.49,31607.6
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0365,5368A,22500,KG,27225,SGD,2024-10,25.49,693965.25
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0365,3700A,5000,KG,6050,SGD,2024-10,25.49,154214.5
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0365,2136A,3525,KG,4265,SGD,2024-10,25.49,108714.84999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0139,1911A,7200,KG,11016,SGD,2024-10,25.49,280797.83999999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0260,8509A,4200,KG,6720,SGD,2024-10,25.49,171292.8
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0412,8722A,7200,KG,11520,SGD,2024-10,25.49,293644.8
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0410,M3146A,75,KG,38,SGD,2024-10,25.49,968.6199999999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0410,M8597A,1325,KG,676,SGD,2024-10,25.49,17231.239999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0163,E6490B,21925,KG,22802,SGD,2024-10,25.49,581222.98
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,6211A,600,KG,1056,SGD,2024-10,25.49,26917.44
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,6968A,1125,KG,1980,SGD,2024-10,25.49,50470.2
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,1367A,1000,KG,1760,SGD,2024-10,25.49,44862.399999999994
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,6599A,1225,KG,2156,SGD,2024-10,25.49,54956.439999999995
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,9981A,1050,KG,1848,SGD,2024-10,25.49,47105.52
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,2516A,2250,KG,3960,SGD,2024-10,25.49,100940.4
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,1291A,30975,KG,54516,SGD,2024-10,25.49,1389612.8399999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,2773A,62175,KG,109428,SGD,2024-10,25.49,2789319.7199999997
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,7875A,74950,KG,131912,SGD,2024-10,25.49,3362436.88
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,7198A,18725,KG,32956,SGD,2024-10,25.49,840048.44
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,9124A,74925,KG,131868,SGD,2024-10,25.49,3361315.32
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,7732A,44975,KG,79156,SGD,2024-10,25.49,2017686.44
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,8424A,62500,KG,110000,SGD,2024-10,25.49,2803900.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,7387A,8600,KG,15136,SGD,2024-10,25.49,385816.63999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,4378A,67075,KG,118052,SGD,2024-10,25.49,3009145.48
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,4564A,51000,KG,89760,SGD,2024-10,25.49,2287982.4
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,4240A,6250,KG,11000,SGD,2024-10,25.49,280390.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,8844A,6075,KG,10692,SGD,2024-10,25.49,272539.07999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,6250A,34900,KG,61424,SGD,2024-10,25.49,1565697.76
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,3832A,42500,KG,74800,SGD,2024-10,25.49,1906651.9999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0303,7252A,13750,KG,24200,SGD,2024-10,25.49,616858.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0403,L2354B,3000,KG,4110,SGD,2024-10,25.49,104763.9
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0403,P7991A,25425,KG,34832,SGD,2024-10,25.49,887867.6799999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0073,8186V,8925,KG,19992,SGD,2024-10,25.49,509596.07999999996
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0073,1479V,80325,KG,179928,SGD,2024-10,25.49,4586364.72
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0073,5907V,9975,KG,22344,SGD,2024-10,25.49,569548.5599999999
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0073,4419V,2625,KG,5880,SGD,2024-10,25.49,149881.19999999998
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0073,9161V,63000,KG,141120,SGD,2024-10,25.49,3597148.8
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0073,2926V,39375,KG,88200,SGD,2024-10,25.49,2248218.0
2024-10-31,SINGAPORE-WAREHOUSE,MAT-0366,5779,2500,KG,5375,SGD,2024-10,25.49,137008.75
